File,Outputs,Mean [ms],StdDev [ms],RelStdDev [%],Best [ms],Median [ms],Worst [ms], ResultsConsistent, Results,
PP/mpp/toplas_p3_no_heap/pldi16_so_IsoSprite_v2_false.vpr,0,52633,603,1,52045,52392,53462,true,success,QPs=0;SCcomps=0;methods=1;postBranches=864;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_Match_false.vpr,1,2468,605,24,2038,2043,3324,true,18.11-postcondition.violated:assertion.false,QPs=0;SCcomps=0;methods=1;postBranches=86;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_Match_true.vpr,0,3248,667,20,2498,3129,4119,true,success,QPs=0;SCcomps=0;methods=1;postBranches=128;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_NameComparator_false.vpr,0,5051,427,8,4738,4760,5656,true,success,QPs=0;SCcomps=0;methods=2;postBranches=24;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_NameComparator_true.vpr,0,7733,142,1,7595,7674,7930,true,success,QPs=0;SCcomps=0;methods=2;postBranches=24;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_Node_false.vpr,1,2260,101,4,2143,2248,2391,true,18.11-postcondition.violated:assertion.false,QPs=0;SCcomps=0;methods=1;postBranches=84;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_Node_true.vpr,0,2382,82,3,2289,2367,2490,true,success,QPs=0;SCcomps=0;methods=1;postBranches=84;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_NzbFile_false.vpr,0,28862,342,1,28599,28642,29346,true,success,QPs=0;SCcomps=0;methods=3;postBranches=450;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_NzbFile_true.vpr,0,27891,123,0,27790,27819,28065,true,success,QPs=0;SCcomps=0;methods=3;postBranches=122;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_PokerHand_false.vpr,1,146557,248,0,146339,146428,146904,true,21.11-postcondition.violated:assertion.false,QPs=0;SCcomps=0;methods=1;postBranches=185;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_PokerHand_true.vpr,0,141991,160,0,141825,141942,142208,true,success,QPs=0;SCcomps=0;methods=1;postBranches=206;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_Solution_false.vpr,1,1593,242,15,1299,1588,1893,true,23.11-postcondition.violated:assertion.false,QPs=0;SCcomps=0;methods=1;postBranches=70;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_Solution_true.vpr,0,2140,232,10,1948,2005,2468,true,success,QPs=0;SCcomps=0;methods=1;postBranches=70;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_TextPosition_false.vpr,1,7072,181,2,6937,6951,7329,true,29.11-postcondition.violated:assertion.false,QPs=0;SCcomps=0;methods=1;postBranches=296;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_TextPosition_true.vpr,0,7816,141,1,7659,7789,8002,true,success,QPs=0;SCcomps=0;methods=1;postBranches=240;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_Time_false.vpr,0,1682,191,11,1439,1701,1907,true,success,QPs=0;SCcomps=0;methods=2;postBranches=56;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_Time_true.vpr,0,1025,53,5,983,992,1101,true,success,QPs=0;SCcomps=0;methods=2;postBranches=25;proverWarnings=0
PP/mpp/toplas_p3_no_heap/pldi16_so_Word_false.vpr,0,32237,49,0,32186,32222,32304,true,success,QPs=0;SCcomps=0;methods=2;postBranches=152;proverWarnings=0
